회차,교시,번호,문제명,대분류,핵심 키워드,난이도
131,1,4,건축물 간선의 부하별 사용목적에 따른 분류,4. 부하 설비,간선의 분류,하
131,1,5,직렬 리액터 설치 시 콘덴서 단자 전압 상승현상,3. 수배전 설비,콘덴서 전압상승 리액터,중
131,1,6,배선용차단기(MCCB) 특징 및 주요 용어 설명,3. 수배전 설비,MCCB 정격 용어,하
131,1,7,케이블트레이 선정 기준(KEC),6. KEC/접지/방재,KEC 케이블트레이 선정,하
131,1,8,LED 면조명 직하방식과 엣지(Edge) 방식 비교,4. 부하 설비,LED 면조명 방식,하
131,1,9,육상 및 수상태양광 설비 비교 및 부유방식,5. 신재생/신기술,수상태양광 부유방식,중
131,1,10,초전도 원리 및 마이스너·조셉슨 효과,1. 기초 이론,초전도 마이스너 효과,상
131,1,11,배터리관리시스템(BMS)의 기능,5. 신재생/신기술,BMS 기능,중
131,1,12,IoT 기반 스마트 조명시스템,5. 신재생/신기술,IoT 스마트조명,중
131,1,13,변압기 병렬운전 시 부하분담 계산,3. 수배전 설비,변압기 부하분담 계산,중
131,2,1,변압기 임피던스 전압이 전기설비에 미치는 영향,3. 수배전 설비,임피던스 전압 영향,중
131,2,2,중성점 직접접지 및 비접지 전로의 지락보호,2. 전력 계통,지락보호 방식,중
131,2,3,K-Factor 및 THDF(변압기 고조파 경감계수),3. 수배전 설비,K-Factor 변압기,상
131,2,4,계기용 변류기 과전류정수 및 기계적 과전류강도,3. 수배전 설비,변류기 과전류강도,중
131,2,5,빌딩 분기선·간선 및 병렬도체 보호장치 설치,3. 수배전 설비,병렬도체 보호,중
131,2,6,주거환경·동식물·천공을 고려한 경관조명 설계,4. 부하 설비,경관조명 환경고려,상
131,3,1,코로나 방전 특성·장해 및 방지 대책,2. 전력 계통,코로나 방전 대책,중
131,3,2,"특별저압(SELV, PELV) 감전보호 요구사항",6. KEC/접지/방재,특별저압 감전보호,상
131,3,3,공동주택 전기자동차 충전설비 설계 시 고려사항,5. 신재생/신기술,전기차 충전설비 설계,중
131,3,4,유도전동기 기동 시 차동기 운전 및 게르게스 현상,4. 부하 설비,게르게스 현상,상
131,3,5,건물에너지관리시스템(BEMS) 개념·구성·기능,5. 신재생/신기술,BEMS 에너지관리,중
131,3,6,자연채광(집광) 시스템의 목적 및 종류,4. 부하 설비,자연채광 시스템,중
131,4,1,3상 농형 및 권선형 유도전동기 속도제어,4. 부하 설비,유도전동기 속도제어,중
131,4,2,무선충전기술 방식(전자유도·자기공명 등) 비교,5. 신재생/신기술,무선충전방식 비교,상
131,4,3,수소 에너지 제조·저장·수송 및 수소연료전지,5. 신재생/신기술,수소연료전지 기술,상
131,4,4,피뢰기 설치 시 전압 투과파 및 저항 R 계산,2. 전력 계통,투과파 저항 계산,상
131,4,5,저압 서지보호장치(SPD) 설치 장소 및 방법,6. KEC/접지/방재,SPD 설치기준,중
131,4,6,"제어용 차폐 케이블(CVV-S, SB) 유도장해 및 접지",7. 에너지/진단,차폐 케이블 접지,상
132,1,1,뇌 보호시스템(LPZ 선정 및 내부피뢰 대책),6. KEC/접지/방재,LPZ 내부피뢰,중
132,1,2,발전기실 선정 시 고려사항(KDS 31 10 21),3. 수배전 설비,발전기실 선정,하
132,1,3,특고압 수전설비 정전 순서 및 안전수칙,3. 수배전 설비,특고압 정전순서,하
132,1,4,수·변전실 전기설비 내진설계 방법,3. 수배전 설비,수변전 내진설계,중
132,1,5,무효전력 정의 및 과·부족 시 문제점과 대책,2. 전력 계통,무효전력 관리,중
132,1,6,고조파 왜형률(THD) 정의 및 역률과의 상관관계,7. 에너지/진단,THD 역률관계,중
132,1,7,보호계전기 신뢰도 향상 및 오동작 방지조건,3. 수배전 설비,보호계전기 오동작,중
132,1,8,배전 선로 전력손실률 및 승압 시 송전거리에 미치는 영향,2. 전력 계통,배전선로 승압,상
132,1,9,동기전동기의 구조 및 장단점,4. 부하 설비,동기전동기 특징,하
132,1,10,글레어(Glare) 평가방법 2가지 이상 설명,4. 부하 설비,글레어 평가,중
132,1,11,수중조명등 시설기준(KEC),6. KEC/접지/방재,수중조명등 KEC,중
132,1,12,풍력발전시스템 출력계수·주속비 의미 및 계산,5. 신재생/신기술,풍력발전 계산,상
132,1,13,감리원 배치 현황 및 변경 신고 제출서류,8. 법규/설계,감리원 배치신고,하
132,2,1,간이수전설비와 정식수전설비 비교(단선도 및 특징),3. 수배전 설비,수전설비 비교,중
132,2,2,전력설비(수변전·조명·동력) 에너지 절감 방안,7. 에너지/진단,전력설비 에너지절감,중
132,2,3,엘리베이터 설치대수 산정 및 설계 고려사항,4. 부하 설비,엘리베이터 대수산정,상
132,2,4,정전계·정자계 대응관계 및 전자기파 발생이론,1. 기초 이론,전자기파 이론,상
132,2,5,전력케이블 차폐층 역할 및 접지방식,3. 수배전 설비,케이블 차폐층접지,중
132,2,6,온도방사 3법칙 및 파센의 법칙·페닝 효과,1. 기초 이론,온도방사 파센법칙,상
132,3,1,영상전류 검출방식(잔류회로·3권선·ZCT·SGR),3. 수배전 설비,영상전류 검출,상
132,3,2,축전지 설치목적 및 용량 산정 방식,3. 수배전 설비,축전지 용량산정,하
132,3,3,U-City와 Smart-City 개념 비교 및 연계서비스,5. 신재생/신기술,스마트시티 통합플랫폼,상
132,4,4,암페어의 주회적분법칙 및 자계의 세기 유도,1. 기초 이론,주회적분법칙 자계유도,중
132,4,5,배선설비 허용전류 선정 시 고려사항(KEC),6. KEC/접지/방재,KEC 허용전류,중
132,4,6,전동기 제동 목적 및 전기적 제동 방법,4. 부하 설비,전동기 제동방법,중
132,4,1,전력케이블 충전전류 발생원인·영향·대책,2. 전력 계통,케이블 충전전류,상
132,4,2,전기방식 부식 메커니즘 및 종류,7. 에너지/진단,전기방식 부식방지,상
132,4,3,아라고 원판 회전원리 및 3상 유도전동기 회전자계,4. 부하 설비,아라고원판 회전자계,중
132,4,4,태양광발전설비 직류 전로 지락차단장치 시설방법,5. 신재생/신기술,태양광 지락차단,중
132,4,5,의료장소 보호설비와 접지설비,6. KEC/접지/방재,의료장소 접지,상
132,4,6,전력용 콘덴서 설치목적·문제점·고조파 대책,3. 수배전 설비,콘덴서 고조파억제,중
133,1,1,구내 유선망 LAN 구성요소 및 설계 고려사항,5. 신재생/신기술,LAN 설계,중
133,1,2,저압용 과전류 보호장치의 종류와 특성,3. 수배전 설비,과전류 보호장치,하
133,1,3,수동필터와 능동필터 특징 비교,7. 에너지/진단,고조파 필터 비교,중
133,1,4,TN-S계통과 TT계통의 고장전류 및 뇌서지 비교,6. KEC/접지/방재,접지계통 비교,중
133,1,5,전기재료 고유특성(유전율·투자율·전도율),1. 기초 이론,재료 고유특성,하
133,1,6,ESS 시설기준 및 전용건물 외 시설 고려사항(KEC),6. KEC/접지/방재,KEC ESS 시설기준,중
133,1,7,3상 유도전동기 Y-△ 및 기동보상기 기동방식,4. 부하 설비,유도전동기 기동방식,하
133,1,8,노이즈 방지용 변압기 종류·구조·특징,3. 수배전 설비,노이즈 방지 변압기,중
133,1,9,무정전전원장치(UPS) 용량 설계 시 고려사항,3. 수배전 설비,UPS 용량 설계,중
133,1,10,버스덕트시스템 특징 및 공사 시 유의사항,3. 수배전 설비,버스덕트 시스템,하
133,1,11,비상용 엘리베이터 특징 및 설치 기준(건축법),4. 부하 설비,비상용 엘리베이터,중
133,1,12,조명용어(휘도·순응·연색성) 설명,4. 부하 설비,조명용어,하
133,1,13,전기회로와 자기회로의 대응성,1. 기초 이론,자기회로 대응성,중
133,2,1,계기용 변성기 종류 및 특성,3. 수배전 설비,계기용 변성기,중
133,2,2,전력용 콘덴서 역률 개선 효과 및 주의사항,3. 수배전 설비,콘덴서 역률개선,하
133,2,3,초고층 빌딩 화재 시 엘리베이터 피난 및 안전장치,4. 부하 설비,초고층 피난 엘리베이터,상
133,2,4,변압기 단락강도 시험 및 대칭단락전류 계산(ANSI/IEC),3. 수배전 설비,단락강도 시험,상
133,2,5,전원의 자동차단 보호대책 중 IT계통(KEC),6. KEC/접지/방재,KEC IT계통 보호,중
133,2,6,단상 유도전동기 원리 및 기동 방법,4. 부하 설비,단상 유도전동기,중
133,3,1,서지보호장치(SPD) 분류·외부분리기·접지방식 차이,6. KEC/접지/방재,SPD 접지방식,상
133,3,2,지중케이블 열화요인 및 저압전로 절연성능기준,2. 전력 계통,지중케이블 열화,중
133,3,3,배전설비 설계 흐름도 및 각 항목 고려사항,3. 수배전 설비,배전설비 설계흐름,중
133,3,4,교류 저압배전방식 종류 및 특징 비교,3. 수배전 설비,저압배전방식,중
133,3,5,순시전압강하(Sag)·순시정전·플리커 영향 및 대책,7. 에너지/진단,전력품질 저해현상,상
133,3,6,변압기 손실 종류·저감대책 및 효율,3. 수배전 설비,변압기 손실저감,중
133,4,1,눈부심(Glare) 원인과 종류,4. 부하 설비,눈부심 종류,하
133,4,2,태양광용 인버터 회로 방식 및 기능,5. 신재생/신기술,태양광 인버터 기능,중
133,4,3,전기자동차 전원·충전장치 및 방호장치 시설기준(KEC),5. 신재생/신기술,KEC 전기차 시설기준,상
133,4,4,침입 발견설비의 종류·시설조건 및 검출기 특징,5. 신재생/신기술,침입 발견설비,상
133,4,5,변전실 설계 고려사항·배치방식·면적 산출,3. 수배전 설비,변전실 면적산출,중
133,4,6,IBS(Intelligent Building System) 의미·구성·효과,5. 신재생/신기술,IBS 지능형빌딩,중
134,1,1,조명용어 중 연색성과 색온도,4. 부하 설비,연색성·색온도,하
134,1,2,직렬리액터 설치 시 문제점 및 대책,3. 수배전 설비,직렬리액터,중
134,1,3,상주 및 비상주 감리원의 업무와 권한,8. 법규/설계,감리원 업무권한,하
134,1,4,R-L 직렬회로 과도현상 해석(미분방정식·라플라스),1. 기초 이론,RL직렬회로 과도현상,중
134,1,5,ZnO형 피뢰기의 열폭주 현상,6. KEC/접지/방재,피뢰기 열폭주,중
134,1,6,지능형 전력계량시스템(AMI) 구성 및 효과,5. 신재생/신기술,AMI 원격검침,중
134,1,7,UPS와 BESS의 비교(설치목적·구성·원리),5. 신재생/신기술,UPS BESS 비교,중
134,1,8,비상용 디젤발전기의 정격출력 3가지,3. 수배전 설비,발전기 정격출력,중
134,1,9,SPD 시설방법 및 등급별 최소 단면적,6. KEC/접지/방재,SPD 단면적,중
134,1,10,수평트레이 케이블 포설 시설기준(KEC),6. KEC/접지/방재,케이블트레이 KEC,하
134,1,11,"보호등급(IK, IP) 및 전기차 충전장치 적용",6. KEC/접지/방재,IK·IP 등급,중
134,1,12,내진 면진 및 제진의 정의,8. 법규/설계,내진설계 정의,하
134,1,13,터널조명 글레어 제한과 플리커효과 규제,4. 부하 설비,터널조명 규제,상
134,2,1,BLDC 전동기 원리·구조·속도제어,4. 부하 설비,BLDC 전동기,중
134,2,2,인체 감전보호 등 안전을 위한 보호(KEC 113),6. KEC/접지/방재,감전보호 KEC,중
134,2,3,소방시설용 특고압·고압 비상전원 수전설비 기준,8. 법규/설계,소방비상전원 수전,상
134,2,4,병원시설의 의료용 접지 및 수술용 접지,6. KEC/접지/방재,의료용 접지,상
134,2,5,공간 제약을 고려한 태양전지 어레이 설치 방법,5. 신재생/신기술,태양전지 어레이,중
134,2,6,승객용 엘리베이터 교통계획 및 대수 산출,4. 부하 설비,엘리베이터 대수산출,상
134,3,1,단락용량 증대 시 영향 및 억제 대책,2. 전력 계통,단락용량 억제대책,중
134,3,2,전력퓨즈(PF)의 역할·종류·장단점 및 차단기 비교,3. 수배전 설비,전력퓨즈 특징,중
134,3,3,변위전류와 분극전류 설명,1. 기초 이론,변위전류 분극전류,상
134,3,4,압전에너지 하베스팅 및 압전발전시스템,5. 신재생/신기술,압전에너지 하베스팅,상
134,3,5,동기조상기와 정지형 동기조상기(STATCOM) 비교,2. 전력 계통,STATCOM 조상설비,상
134,3,6,지중케이블의 고장점 추정 방법,2. 전력 계통,케이블 고장점탐지,중
134,4,1,변류기 선정 시 고려사항(포화·과전류강도·정수),3. 수배전 설비,변류기 선정기준,중
134,4,2,저압 배선설비 과전류 보호 및 단면적 선정(KEC),6. KEC/접지/방재,KEC 과전류보호,중
134,4,3,대지 저항률에 영향을 주는 요소,6. KEC/접지/방재,대지저항률 인자,하
134,4,4,지중 금속배관의 부식방지를 위한 전기방식,7. 에너지/진단,전기방식,상
134,4,5,에너지절약설계기준 의무 적용 및 권장사항,8. 법규/설계,에너지절약설계기준,중
134,4,6,연료전지의 구성·분류·특징 및 수소 추출,5. 신재생/신기술,연료전지 수소추출,중
135,1,1,맥스웰 방정식 정의 및 미분형 수식 설명,1. 기초 이론,맥스웰 방정식,상
135,1,2,보호도체 단면적 선정 방법(KEC),6. KEC/접지/방재,보호도체 단면적,중
135,1,3,통신선 유도장해 중 정전유도장해,2. 전력 계통,정전유도장해,중
135,1,4,등전위본딩 분류와 대상(KEC),6. KEC/접지/방재,등전위본딩 KEC,중
135,1,5,부동충전방식 및 정류기 용량 산정,3. 수배전 설비,부동충전 정류기용량,중
135,1,6,정전기의 방전현상 설명,7. 에너지/진단,정전기 방전,중
135,1,7,케이블트렌치공사 시설기준(KEC),6. KEC/접지/방재,케이블트렌치 KEC,하
135,1,8,전기설비 시설 공간(실) 계획(KDS 32 10 11),8. 법규/설계,전기실 계획,중
135,1,9,분산형전원 계통 연계 시 전기품질 요소,5. 신재생/신기술,분산형전원 전기품질,상
135,1,10,풍력발전기 피뢰시스템 구역(LPZ),6. KEC/접지/방재,풍력발전 LPZ,상
135,1,11,비상전원 수전설비 화재안전성능기준(NFPC 602),8. 법규/설계,비상전원 결선방법,상
135,1,12,구내통신실 공간 선정 고려사항 및 확보기준,5. 신재생/신기술,구내통신실 면적,중
135,1,13,광도·휘도·조도·광속발산도 비교 설명,4. 부하 설비,조명 용어 비교,하
135,2,1,동심중성선케이블(CNCV)의 구조와 특성,3. 수배전 설비,CNCV 케이블,중
135,2,2,외부 피뢰시스템(LPS) 수뢰부 선정 방법,6. KEC/접지/방재,회전구체법 메쉬법,중
135,2,3,분기회로 차단기 정격 선정 시 고려 사항,3. 수배전 설비,분기회로 차단기,중
135,2,4,전기차 충전장치 시설기준 및 강도기준(IK08),5. 신재생/신기술,전기차 충전장치,상
135,2,5,문화재 및 보호구역 야간조명 설계기준,4. 부하 설비,문화재 야간조명,상
135,2,6,저압회로 F1점 3상 단락전류 계산(퍼센트 임피던스법),2. 전력 계통,단락전류 계산,상
135,3,1,스폿네트워크(SPOT Network) 수전 방식,3. 수배전 설비,스폿네트워크,중
135,3,2,자가발전설비 용량산정 방법(KDS 32 2020),3. 수배전 설비,자가발전 용량산정,중
135,3,3,전기회로와 자기회로의 대응 관계 및 차이점,1. 기초 이론,자기회로 대응성,중
135,3,4,옥내조명설비 선정·배치·설계순서(KDS 32 30 10),4. 부하 설비,옥내조명 설계순서,하
135,3,5,태양광 발전설비 변환효율 및 지락 차단 장치,5. 신재생/신기술,태양광 지락차단,중
135,3,6,도로 가로등 설계 시 고려사항,4. 부하 설비,가로등 설계,중
135,4,1,변압기 병렬운전(조건 상이 시 영향 및 통합운전),3. 수배전 설비,변압기 병렬운전,중
135,4,2,분산형전원 계통 연계(단독운전 및 운전 지속시간),5. 신재생/신기술,분산형전원 연계,상
135,4,3,종합정보 통신망(ISDN) 개념 및 특징,5. 신재생/신기술,ISDN 통신망,상
135,4,4,공사감리업무 수행지침(기성·준공·예비준공검사),8. 법규/설계,감리 준공검사,중
135,4,5,파이프·도로·주차장 발열선 시설기준,4. 부하 설비,발열선 시설기준,중
135,4,6,제로에너지 건축물(ZEB) 정의 및 자립률 인센티브,5. 신재생/신기술,ZEB 에너지자립률,상
136,1,1,직류선로 전압강하율·변동률·손실률 수식 증명,1. 기초 이론,직류선로 수식,중
136,1,2,수배전 보호계전시스템(목적·기능·방식),3. 수배전 설비,보호계전기,중
136,1,3,고조파가 전동기에 미치는 영향(유도전동기 전압계수),7. 에너지/진단,고조파 전동기 영향,상
136,1,4,케이블 트렁킹 및 덕팅 시스템 비교(KEC),6. KEC/접지/방재,KEC 배선설비,중
136,1,5,송전 및 배전계통 안정도 향상대책,2. 전력 계통,계통 안정도,중
136,1,6,전기온상의 시설기준(KEC 241.5),6. KEC/접지/방재,KEC 전기온상,하
136,1,7,루미네선스 광원의 페닝 효과,4. 부하 설비,페닝 효과,상
136,1,8,ESS 시설기준 및 제외대상 건축물,5. 신재생/신기술,ESS 시설기준,중
136,1,9,축전지의 자기방전 현상,3. 수배전 설비,축전지 자기방전,하
136,1,10,전기 샤프트(ES) 고려사항(건축·환경·전기),8. 법규/설계,전기 샤프트 설계,중
136,1,11,전동기 제동 방법(전기적 제동),4. 부하 설비,전동기 제동,중
136,1,12,발전기 용량 산출 고려사항 및 부하 종류,3. 수배전 설비,발전기 용량산정,중
136,1,13,차단기 TRIP 방식(과전류·직류·부족전압·콘덴서),3. 수배전 설비,차단기 트립방식,하
136,2,1,건축전기설비 내진설계(대상·개념·흐름도),8. 법규/설계,내진설계,상
136,2,2,전기설비 재해원인 및 대책,7. 에너지/진단,전기재해,중
136,2,3,수변전설비 설계 순서도(KDS 32 2010),3. 수배전 설비,수변전 설계순서,중
136,2,4,디젤엔진 비상발전기 보호계전방식,3. 수배전 설비,발전기 보호계전,중
136,2,5,IGBT 특성·구동회로 및 데드타임(Dead Time),1. 기초 이론,IGBT 인버터,상
136,2,6,발전기 병렬운전 조건 및 대책,3. 수배전 설비,발전기 병렬운전,중
136,3,1,주차관제 루프코일 방식 및 배선 설계,5. 신재생/신기술,주차관제 루프코일,상
136,3,2,전선 병렬 접속 시 불평형 원인 및 대책(KEC),6. KEC/접지/방재,KEC 전선병렬접속,중
136,3,3,ASS와 변전소 차단기·리클로저 동작 협조,2. 전력 계통,보호협조 ASS,상
136,3,4,케이블 화재 원인 및 방지 대책,7. 에너지/진단,케이블 화재,중
136,3,5,건축물 에너지절약설계기준(전기부문),8. 법규/설계,에너지절약설계기준,중
136,3,6,이차전지(리튬·나트륨) 시설기준(KEC),5. 신재생/신기술,KEC 이차전지,상
136,4,1,지능형 전력망(Smart Grid) 구성 및 특징,5. 신재생/신기술,스마트그리드,중
136,4,2,건축물 경관 조명 설계 고려사항,4. 부하 설비,경관 조명,중
136,4,3,대지저항률 영향요인 및 접지저항 이론식 유도,6. KEC/접지/방재,접지저항 유도식,상
136,4,4,건축물 정전기 원인·영향·대책,7. 에너지/진단,정전기 대책,중
136,4,5,비상용 예비전원 조건 및 발전기 용량산정(KEC/KDS),3. 수배전 설비,예비전원 용량산정,중
136,4,6,전기자동차 전원공급설비 및 저압전로 시설기준,5. 신재생/신기술,전기차 충전설비,중
137,1,1,R-L-C 직렬회로(공진 조건 및 에너지),1. 기초 이론,RLC 직렬공진,하
137,1,2,수용률·부등률·부하율 및 변압기 용량 산정,3. 수배전 설비,변압기 용량 산정,하
137,1,3,축전지 충전방식(초기 및 사용 중),3. 수배전 설비,축전지 충전방식,중
137,1,4,변압기 절연의 종류,3. 수배전 설비,변압기 절연,하
137,1,5,변류기 과전류 정수·비오차 및 계산,3. 수배전 설비,CT 비오차 계산,중
137,1,6,접지도면 작성 내용 및 도체 굵기 산정식,6. KEC/접지/방재,접지도체 굵기,중
137,1,7,케이블 손실의 종류와 영향 및 대책,3. 수배전 설비,케이블 손실,중
137,1,8,조도 측정 방법과 측정 시 주의 사항,4. 부하 설비,조도 측정,하
137,1,9,외함의 밀폐 보호 등급(IP코드),6. KEC/접지/방재,IP코드 외함보호,하
137,1,10,전기울타리 시설 및 접지기준(KEC),6. KEC/접지/방재,전기울타리 KEC,중
137,1,11,공사중지 명령의 종류와 적용 기준,8. 법규/설계,감리 공사중지명령,중
137,1,12,항공장애 표시등의 종류와 성능,4. 부하 설비,항공장애 표시등,상
137,1,13,등전위본딩 역할 및 비접지 국부등전위본딩,6. KEC/접지/방재,등전위본딩,중
137,2,1,건축물 수변전설비 설계순서 및 고려사항,3. 수배전 설비,수변전 설계순서,중
137,2,2,전력용 커패시터 역률 과보상 현상 및 대책,3. 수배전 설비,역률 과보상,중
137,2,3,저압 차단기 정격 선정 시 고려 사항,3. 수배전 설비,저압차단기 선정,중
137,2,4,전력케이블 열화 원인 및 대책,3. 수배전 설비,케이블 열화,중
137,2,5,빌딩 주차관제설비(차체검지기 및 성능),5. 신재생/신기술,주차관제설비,상
137,2,6,LAN 구성 요소 및 채널 액세스 방식,5. 신재생/신기술,LAN 네트워크,중
137,3,1,코로나 현상(임계전압 및 방지 대책),2. 전력 계통,코로나 임계전압,중
137,3,2,축전지 용량 산정 방법,3. 수배전 설비,축전지 용량 계산,중
137,3,3,전기집진장치 시설 및 접지,7. 에너지/진단,전기집진장치,상
137,3,4,빛공해 방지법 및 조명환경관리구역 기준,4. 부하 설비,빛공해 방지법,중
137,3,5,공동주택 범죄예방설계(CPTED) 조명 및 방범,4. 부하 설비,CPTED 범죄예방,상
137,3,6,전력용 커패시터 개폐 시 현상 및 대책,3. 수배전 설비,커패시터 개폐현상,상
137,4,1,지락보호 및 접지계통별 지락차단장치(KEC),6. KEC/접지/방재,지락보호 누전차단기,상
137,4,2,비오-사바르의 법칙 및 원형코일 자계 세기,1. 기초 이론,비오사바르 원형코일,중
137,4,3,농형 유도전동기 속도제어 및 특성곡선,4. 부하 설비,유도전동기 속도제어,중
137,4,4,정전기 발생원인·성질·방전 및 대책,7. 에너지/진단,정전기 장해대책,중
137,4,5,수상태양광 구성 특징 및 시공 고려사항,5. 신재생/신기술,수상태양광,중
137,4,6,VE(Value Engineering) 정의 및 실시 시기,8. 법규/설계,VE 설계경제성,중
138,1,1,직·병렬 운전 시 사고 발생률 및 평균정전시간 계산,2. 전력 계통,신뢰도 계산 사고발생률,상
138,1,2,단위길이당 C 및 L에 따른 서지 임피던스 설명,1. 기초 이론,서지 임피던스 파동임피던스,중
138,1,3,3상 단락전류 계통의 변류기 정격 및 과전류강도 검토,3. 수배전 설비,CT 정격 과전류강도,상
138,1,4,정지형 UPS 2차 회로의 단락 및 지락보호 방법,3. 수배전 설비,UPS 보호방식,중
138,1,5,한전 전기공급약관에 따른 공급방식 및 공급전압,8. 법규/설계,전기공급약관 공급전압,하
138,1,6,전압 승압(3.3kV→6.6kV) 시 송전거리가 4배 증가하는 이유,2. 전력 계통,전압 승압 효과,중
138,1,7,고조파 포함 여부에 따른 부하 역률 비교 설명,7. 에너지/진단,고조파 역률 관계,중
138,1,8,접지저항 산출 메커니즘 및 반구형 접지저항식 유도,6. KEC/접지/방재,접지저항 유도식,상
138,1,9,KEC 배선설비 화재 확산 방지 및 관통부 밀봉,6. KEC/접지/방재,KEC 배선 화재확산방지,중
138,1,10,이동형 아크 용접장치 설명,4. 부하 설비,아크 용접장치 시설기준,중
138,1,11,배터리 관리시스템(BMS)의 구성과 기능,5. 신재생/신기술,BMS 기능 구성,하
138,1,12,태양광 인버터의 주요 기능 및 회로 방식,5. 신재생/신기술,태양광 인버터 기능,하
138,1,13,KDS 32 3010(옥내조명설비)에 따른 좋은 조명의 조건,4. 부하 설비,좋은 조명의 조건,하
138,2,1,분산형전원 배전계통 연계 기술기준(동기화·분리·재병입),5. 신재생/신기술,분산형전원 계통연계,상
138,2,2,초고층빌딩 수직간선 선정 및 간선계획 시 고려사항,8. 법규/설계,초고층 수직간선,중
138,2,3,에너지 절약 설계기준(전기 및 신재생에너지 설비),8. 법규/설계,에너지절약설계기준,중
138,2,4,KDS 32 25 20(동력설비) 설계 고려사항 및 MCC 설계,4. 부하 설비,동력설비 설계순서,중
138,2,5,박물관·미술관 전시 조명 요건 및 전시품 노화 방지,4. 부하 설비,전시 조명 노화방지,상
138,2,6,퍼센트 임피던스법을 이용한 3상 단락 및 1선 지락전류 계산,2. 전력 계통,단락 및 지락전류 계산,상
138,3,1,변압기 2차 환산 등가회로·벡터도 및 전압변동률-%Z 관계,3. 수배전 설비,변압기 등가회로 벡터도,중
138,3,2,건축물 전기설비의 리모델링 설명,8. 법규/설계,전기설비 리모델링,중
138,3,3,회전자계 발생원리 및 회전자계형 동기 발전기 장점,1. 기초 이론,회전자계 발생원리,중
138,3,4,KEC 및 KS C IEC 60364 규정의 과전압 보호,6. KEC/접지/방재,KEC 과전압 보호,중
138,3,5,연료전지 촉매(백금) 사용 이유·피독작용·수소생산 문제점,5. 신재생/신기술,연료전지 수소생산,상
138,3,6,고층 건축물 방범·방재설비 분류 및 공간경계형 센서 특징,4. 부하 설비,방범 방재 센서 특징,상
138,4,1,주차 관제 설비의 설계 검토 사항 및 구성,5. 신재생/신기술,주차 관제 시스템,중
138,4,2,리튬이온(Li-ion) 전지의 구조·충방전 흐름도·특징,5. 신재생/신기술,리튬이온 배터리 특징,중
138,4,3,고조파가 발전기 및 커패시터에 미치는 영향과 대책,7. 에너지/진단,고조파 설비 영향,상
138,4,4,저압 SPD 동작기능별 분류 및 개별/1점 접지 방식 비교,6. KEC/접지/방재,SPD 접지 방식 비교,상
138,4,5,발전기실 소음·진동·배기·급기 환경대책,3. 수배전 설비,발전기실 환경대책,중
138,4,6,변압기 내부고장 검출용 비율차동계전기 동작원리 및 오동작 방지,3. 수배전 설비,비율차동계전기 원리,상
